,Unnamed: 0,id,message_body,Category,Sub-Category
3990,4847,1103710,Can I have my car ready ? I will be there now,Inquiry,Reservation
3991,4848,1104413,Hola! Podría bajar a sacar algo del carro?,Inquiry,NOMATCH
3992,4849,1105127,"We're on our way, from Miami airport. Please, hold the car downstais. ",Inquiry,Reservation
3993,4850,1105659,Voyager a salir,Inquiry,NOMATCH
3994,4851,1105984,Or cancel,Request,Cancellation
3995,4852,1105994,I should checkout ?,Inquiry,Reservation
3996,4853,1106074,What do you mean cancel ?,Inquiry,Cancellation
3997,4855,1106100,You here tomorrow and Friday ?,Inquiry,Reservation
3998,4857,1106216,Should I pay now?,Inquiry,Payment
3999,4858,1106650,I am ready to get my car,Inquiry,Receipt
4000,4859,1106744,I paid for the car in cash and picked it up about 30 minute ago.,Inquiry,Payment
4001,4860,1107487,Todavía no necesito el auto,Inquiry,NOMATCH
4002,4863,1108303,I park . Plate an84th for one hour and half,Inquiry,Location
4003,4864,1108811,My car is not here.,Inquiry,Issue
4004,4866,1109109,Ok voy bajando,Inquiry,NOMATCH
4005,4867,1109778,How can I get my car.,Inquiry,Issue
4006,4868,1109786,Coning Down,Location,NOMATCH
4007,4869,1110447,I'm here to Sunday,Location,NOMATCH
4008,4870,1110509,Call me,Request,NOMATCH
4009,4871,1110539,I am leaving in 5 minutes,Inquiry,Reservation
4010,4873,1111702,Perdón ocupada con el trabajo,Inquiry,NOMATCH
4011,4874,1112064,Que pasa si aún no he salido?,Inquiry,NOMATCH
4012,4875,1112453,I have no relationship to MM Parking or ti García. Has My info been hacked?,Inquiry,Issue
4013,4876,1112786,Hola pagué de casualidad pero aún quiero usar el servicio,Inquiry,NOMATCH
4014,4877,1113003,Can you bring the car around?,Request,Reservation
4015,4879,1113626,I'm comming I already activated the car,Inquiry,Update
4016,4880,1114210,Can I have car please?,Request,Receipt
4017,4881,1114425,Was a mistake,Inquiry,NOMATCH
4018,4882,1114429,I no need the car,Cancellation,NOMATCH
4019,4883,1115011,Hi I requested the car by mistake,Cancellation,Cancellation
4020,4884,1115479,"Helllo, please have out car ready for the game as we discussed. We'd like to leave by 5pm, thank you!",Request,Reservation
4021,4885,1115784,Hi I accidentally put only 2 hours. I meant to put 6 hours since it's the same price.,Inquiry,Extension
4022,4886,1115794,Can you update my time 6:01pm to 10:01pm?,Inquiry,Update
4023,4887,1115934,Any chance I could get something from the backseat of my car?,Request,Issue
4024,4888,1116092,Hi Imw to get the car,Inquiry,NOMATCH
4025,4889,1116501,El carro por favor,Inquiry,NOMATCH
4026,4890,1116685,This number cannot be used anymore. Please contact DoorDash support for assistance.,Error,NOMATCH
4027,4892,1117218,Ready for car pls,Request,Receipt
4028,4893,1117856,Please get my car,Request,NOMATCH
4029,4894,1118204,Hello!  Please pull my car up.  Thx k you!,Inquiry,NOMATCH
4030,4895,1118466,Hello we are ready for the car.,Inquiry,Reservation
4031,4896,1118730,Can i request car pls,Inquiry,NOMATCH
4032,4897,1119073,Ummmmm,Inquiry,NOMATCH
4033,4898,1119351,disculpen bajo en 40 minutos  mi  jefes  me dijeron  que  salga  a las.  6 gracias,Inquiry,NOMATCH
4034,4899,1119355,We are coming,Arrival,NOMATCH
4035,4902,1120709,Ya estoy aquí,Location,NOMATCH
4036,4903,1120718,Okjj no,Error,NOMATCH
4037,4904,1120733,Hola ya estoy saliendo,Inquiry,NOMATCH
4038,4906,1120957,Ya estoy aquí para recoger el carro,Inquiry,NOMATCH
4039,4907,1121360,15 minutes is good,Inquiry,Location
4040,4908,1122749,I'm checking out but I'd like to leave the car for the afternoon. I need to put my luggage in the car as well.,Inquiry,Reservation
4041,4909,1122773,I need to leave it for the afternoon.,Inquiry,Extension
4042,4910,1122794,Hi there 10 mins coming down,Inquiry,Update
4043,4911,1122965,C-279449-A29,Invoice,NOMATCH
4044,4913,1123805,Pedi mi auto hace 30 min  Estará listo pronto.,Update,NOMATCH
4045,4914,1124023,"Hola si puedo pagar ahora, y si voy a regresar ",Inquiry,NOMATCH
4046,4915,1125884,Can you bring my car down? I'm coming over,Request,Update
4047,4916,1125900,hi we would love to get our car now!,Request,Reservation
4048,4918,1126211,Almost there,Location,NOMATCH
4049,4919,1126306,"Hi, why did I get this? My car hasn't moved since March 23",Inquiry,Issue
4050,4920,1126320,Let me check,Inquiry,Update
4051,4921,1126900,Can you leave the keys in the car ?,Inquiry,NOMATCH
4052,4922,1127064,Car at 8.10,Inquiry,Location
4053,4923,1127077,Elevator is moving slow,Concern,Location
4054,4924,1127885,Estoy saliendo ya me puede sacar el carro por favor,Request,NOMATCH
4055,4926,1128589,Awww thank you. I'm gonNOMATCH leave at 6. So I will be down,Inquiry,Reservation
4056,4927,1128773,"Please cancel.  Sorry, I do not need the car anymore ",Cancellation,Cancellation
4057,4928,1129166,I already got my car,Pickup,Receipt
4058,4929,1129173,Please remove this new charge,Complaint,Payment
4059,4930,1129192,I am not sure who this is I am in Utah,Location,NOMATCH
4060,4931,1129220,Heading there,Location,NOMATCH
4061,4933,1129590,Your app is not working.,Error,Issue
4062,4934,1129613,Hey the app is not working can I request my car through here ?,Inquiry,Issue
4063,4935,1129707,Hi! My car is a BMW X3 Grey,Inquiry,Location
4064,4936,1129709,Not the one you have in the system,Error,NOMATCH
4065,4937,1130100,I will be down there to pick my car up at 1145,Inquiry,Reservation
4066,4938,1130171,Coming to get the car now,Inquiry,Update
4067,4939,1131717,Hello can I get my car please?,Request,Receipt
4068,4940,1133679,I already paid cash,Inquiry,Payment
4069,4943,1135663,I pay $40 and maximum days is $40 . Way I received a text for extra charge???,Complaint,Payment
4070,4944,1137563,MaNOMATCH Lot back or south is it the same?,Inquiry,Location
4071,4945,1137571,I parked at the maNOMATCH south lot does it matter which one?,Inquiry,Location
4072,4946,1138222,"Hello, we will need our car to go out.   Should we come down in 15",Inquiry,Reservation
4073,4947,1138298,My car was towed when i paid for the parking,Complaint,Issue
4074,4948,1138445,Pueden traerme El carro Mazda negro,Request,NOMATCH
4075,4949,1138513,Can u bring car down to lobby,Request,Update
4076,4950,1138565,Qmhm63,Error,NOMATCH
4077,4951,1138981,I walking back to valet,Location,Location
4078,4952,1139673,"Hi, I'll be needing my car in 5 minutes. Mercedes SUV. QDY E16. ",Inquiry,Reservation
4079,4953,1139972,Santos,Notification,NOMATCH
4080,4954,1140207,My check out day is the 10th why do you keep sending me these messages?,Complaint,Cancellation
4081,4955,1140598,I dont know why i keep receiving texts. I have my car since Saturday the 6. Was there a few hours i paid and left. It never stayed overnight. My car is with me and has not been there since Saturday night. Please organize yourselves !!!!!,Complaint,Issue
4082,4956,1143646,Ahí estoy en 10 min,Location,NOMATCH
4083,4958,1144534,I did not request my car and I don't check out till tomorrow.,Complaint,Reservation
4084,4959,1144748,Can you bring my car down please. It will not let me request it. #2705,Inquiry,Update
4085,4960,1145838,You need to send me the link,Request,NOMATCH
4086,4961,1145880,You never checked me in. Send me the link,Inquiry,Update
4087,4962,1145896,So I can pay,Inquiry,Payment
4088,4963,1147038,walking out,Location,NOMATCH
4089,4965,1148619,how do i get reciept? never recieved,Inquiry,Receipt
4090,4966,1148732,i need reciept emailed please,Request,Receipt
4091,4969,1149382,Por favor necesito me  tengas listo el carro,Inquiry,NOMATCH
4092,4970,1149669,Recién veo el msj. Y cuando puedan me dan cita,Followup,NOMATCH
4093,4971,1149672,Hola! Pudieron hacer el cobro?,Inquiry,NOMATCH
4094,4972,1149761,Ok where is the car?,Inquiry,Location
4095,4973,1149885,"It was an mistake, can you cancel the request ",Cancellation,Cancellation
4096,4974,1149892,I was trying to schedule the request for later time,Inquiry,Reservation
4097,4975,1150177,I dont meed it umtil 435,Inquiry,Reservation
4098,4976,1151323,Hello. What do you mean it's closed?,Inquiry,Issue
4099,4977,1151325,Where do I get my car,Inquiry,Location
4100,4978,1151837,never recieved,Error,Issue
4101,4979,1151882,Request for car / checking out,Inquiry,Reservation
4102,4980,1151968,Can't request anymore,Error,Issue
4103,4981,1151998,Hi we would like our car at 9:10. Thank you,Request,Reservation
4104,4982,1152018,Can you get my car? 4504,Request,Cancellation
4105,4983,1152020,The app isn't working,Error,Issue
4106,4985,1152173,mryan@fse.us.com,Inquiry,NOMATCH
4107,4986,1152463,i parked 2 days in a row no email with reciepts. i even downloaded app but it wont let me email,Inquiry,Receipt
4108,4987,1156166,HPAW55,Reservation,NOMATCH
4109,4989,1157488,Please extend for another 10 mins,Request,Extension
4110,4990,1157494,I want to pick up after 20 mins,Inquiry,Update
4111,4991,1157626,Hello.  Can I have my car please ?,Request,Reservation
4112,4994,1158098,I'll be down shortly,Location,Update
4113,4995,1158106,Ok can you hold it please,Request,NOMATCH
4114,4996,1158312,I'm in the elevators,Location,Location
4115,4998,1158902,How do I get my car?,Inquiry,Issue
4116,4999,1158910,I'm still here,Location,NOMATCH
4117,5000,1159887,Waiting here,Location,NOMATCH
4118,5001,1159998,Please send a receipt,Request,Receipt
4119,5002,1160973,Hi you messaged the wrong person!,Error,NOMATCH
4120,5003,1160986,At what time do you closed?,Inquiry,Location
4121,5004,1161041,Can't find where we parked?,Inquiry,Location
4122,5005,1161087,Hi i want to get something from the car,Inquiry,NOMATCH
4123,5006,1161602,Bring pleaee,Request,NOMATCH
4124,5007,1161704,Thank you for the response. Any idea when?,Inquiry,NOMATCH
4125,5008,1161730,Thank you again. I just checked. It isn't there.,Inquiry,Issue
4126,5009,1161950,I'm paying the bill,Inquiry,Payment
4127,5010,1162068,My car is gone,Complaint,Issue
4128,5011,1162098,"Yes, Ill be there in 2 min.",Update,NOMATCH
4129,5012,1162276,Disculpa lo recojo en 30 min,Inquiry,NOMATCH
4130,5013,1162983,Good morning. It still isn't there.   Please send to:  seanstarkman@gmail.com,Inquiry,NOMATCH
4131,5015,1164218,I will be there by 9,Arrival,NOMATCH
4132,5016,1164947,Hola Les recomiendo prender la camioneta de vez en cuando,Miscellaneous,NOMATCH
4133,5017,1164952,Saludos,Greetings,NOMATCH
4134,5018,1164957,Ricardo Bonilla,Inquiry,NOMATCH
4135,5019,1165113,Hi I'm trying to request my car but there isn't a new link,Inquiry,Issue
4136,5021,1165586,I put in the wrong amount of time for parking,Error,Issue
4137,5022,1166018,Why???,Inquiry,NOMATCH
4138,5023,1166047,Car is taking forever. We will be a little late.,Concern,NOMATCH
4139,5024,1167960,Can I have my car at 3pm please?,Request,Reservation
4140,5025,1168434,Please park the car in the parking area with the key inside and the ticket. I need to leave around 7. I will pay now. Thank you so much!!,Inquiry,Payment
4141,5026,1170071,ty otw,Location,NOMATCH
4142,5027,1170297,Is it there?,Inquiry,NOMATCH
4143,5028,1170666,6:15 pick up 🙏,Location,NOMATCH
4144,5029,1170994,That would be great I will come down now,Inquiry,Update
4145,5030,1171189,What do I do? They still have me waiting for my test.,Inquiry,NOMATCH
4146,5031,1171242,Still in the hospital don't know when I am getting discharged,Inquiry,NOMATCH
4147,5032,1171561,Arriving,Location,Reservation
4148,5033,1172467,Could we get our car please?,Request,Reservation
4149,5035,1173001,"Hello, sorry I did not mean to ask to pick up my car, I just wanted to make sure I paid for it. ",Inquiry,Payment
4150,5037,1174582,Lo tengo que pedir?,Inquiry,NOMATCH
4151,5039,1174588,Necesito algo de mi carro,Inquiry,NOMATCH
4152,5040,1174989,Please call me.  Everytime I call the number provided I get a busy sigNOMATCHl.,Inquiry,Issue
4153,5041,1175032,"Call me, please",Request,NOMATCH
4154,5042,1175338,im notndone,Error,NOMATCH
4155,5043,1175392,Just got this,Inquiry,NOMATCH
4156,5044,1175779,Walking back now,Location,NOMATCH
4157,5045,1176300,Hi i accidentally requested my car,Inquiry,Cancellation
4158,5046,1176306,I wasn't sure if you can schedule a time for when you need the car sorry for the inconvenience,Inquiry,Reservation
4159,5047,1176469,"Good morning, coming for car soon ",Inquiry,Reservation
4160,5048,1176995,Coming for my car,Location,Reservation
4161,5049,1177384,Hello- I paid for 12 hours,Inquiry,Payment
4162,5050,1177572,Is the car ready ?,Inquiry,Issue
4163,5051,1177588,Heading down now. Could I have my car please.,Request,Reservation
4164,5052,1178165,Hello I need to grab a few bags from the back seat of the car ... can I go down and get them or do you need to bring car back up stairs for that?,Inquiry,Update
4165,5053,1178244,Don't send car back. Heading down in few mins,Inquiry,Reservation
4166,5054,1178749,I already did,Inquiry,NOMATCH
4167,5055,1178827,Please bring both cars,Request,NOMATCH
4168,5056,1179425,Please change this number,Request,Update
4169,5057,1179474,It's the wrong number,Error,Issue
4170,5058,1179489,Change to +1 (561) 603-4291,Request,NOMATCH
4171,5059,1179732,on the way,Location,NOMATCH
4172,5060,1179925,IQ03QP,Location,NOMATCH
4173,5062,1181441,I removed my vehicle yesterday at 9:00 pm EST,Inquiry,Update
4174,5064,1181833,I paid 2x,Inquiry,Payment
4175,5065,1182042,Hi can you bring car,Request,NOMATCH
4176,5066,1182579,Coming we are at front desk and checking out,Checkout,Reservation
4177,5067,1183423,Hey there am I able to get a pick up from The Grand hotel in the Bay Area,Inquiry,Reservation
4178,5068,1184593,"I have checked out and no longer in Miami, this latest message that I checked in again is not correct",Inquiry,Update
4179,5069,1185007,Where is our car,Inquiry,Location
4180,5070,1185013,We will be late for our flight,Inquiry,NOMATCH
4181,5071,1185126,I can not found the parking area,Inquiry,Location
4182,5073,1187269,Read for car,Error,Location
4183,5074,1187857,Hi can I have my car? I'm going to maNOMATCHgement now. Thank u,Inquiry,Issue
4184,5075,1187971,Payment refund,Request,Refund
4185,5076,1188025,"Yes, I got towed after I paid. What was the point of paying the $40?",Complaint,Payment
4186,5077,1188066,Sorry. Car needed at 4 pm for pick up,Inquiry,Reservation
4187,5078,1188295,Me puede traer el.GMC por favor,Request,NOMATCH
4188,5079,1188548,Can you get my car?,Request,Issue
4189,5082,1188812,I pay late,Inquiry,Payment
4190,5084,1191061,Me puede traer el GMC,Inquiry,NOMATCH
4191,5085,1191131,"Requesting Valet # C-298543-G30 vehicle for pick up, please respond with ETA.",Inquiry,Reservation
4192,5086,1191397,[Auto Reply] My business hrs are M-F 8-5pm. If you require assistance with your device and it’s after my business hrs please contact MDT 1-800-646-4633.,Notification,NOMATCH
4193,5088,1192250,We headed back now,Inquiry,NOMATCH
4194,5089,1192881,Please bring key to the Kia on the 6th Floor,Request,Location
4195,5090,1192907,Unit 622,Location,Location
4196,5092,1193073,I did not check out!!! I'm at the hotel until Sunday morning. Not satisfied with Valet so far but have no choice.,Complaint,Reservation
4197,5093,1193325,Ready ...on  our way back,Location,Reservation
4198,5094,1195149,Can I have proof of this in an email? So I can add it to my police report please.,Inquiry,Receipt
4199,5095,1195157,Magendelgado@aol.com,Error,NOMATCH
4200,5097,1196144,"Ya me retire del parqueo,gracias ",Inquiry,NOMATCH
4201,5100,1197064,Voy a retirarlo gmc,Inquiry,NOMATCH
4202,5101,1197552,Hi getting out now,Location,NOMATCH
4203,5102,1198086,304 How can I pay parking,Inquiry,Payment
4204,5103,1198164,I paid at the end and it's saying that I reserved from 901 to 931,Error,Update
4205,5104,1198173,How does this work????,Inquiry,Issue
4206,5105,1198265,Still waiting for our check. I'll give you a heads up when we are ready to leave,Inquiry,Reservation
4207,5106,1198500,Hola soy la de el expedition azul. Por favor déjemelo parqueado afuera que estoy aquí en la esquiNOMATCH en Lulú,Inquiry,NOMATCH
4208,5107,1198681,Are you closing?,Inquiry,NOMATCH
4209,5108,1199005,I'm ready to leave,Inquiry,NOMATCH
4210,5109,1199616,It's not checked in,Inquiry,NOMATCH
4211,5110,1199624,Hi can I have my car please,Request,Reservation
4212,5112,1200234,We'd like our car pls,Request,Reservation
4213,5114,1202750,I do not need my car yet. I was just paying the valet.,Inquiry,Payment
4214,5115,1202787,Cancel car request,Request,Cancellation
4215,5116,1202793,Cancel my car request,Request,Cancellation
4216,5117,1202820,I do not need my car yet. I was just paying the valet.,Inquiry,Payment
4217,5118,1203274,Until what time is valet operating?,Inquiry,Location
4218,5119,1203397,How can I pay for spot 29 through 11 AM Sunday 28th of April?,Inquiry,Payment
4219,5120,1204225,I put wrong tag it should be 59a ybn,Inquiry,NOMATCH
4220,5121,1206574,"Laughed at “Hi, this is Parkquility. Your car with confirmatio…”",Error,NOMATCH
4221,5122,1207480,Can we pick up the car in 20 min?,Inquiry,Reservation
4222,5123,1208162,I'm out side,Location,NOMATCH
4223,5124,1208454,Pass I left,Error,NOMATCH
4224,5126,1209392,Requesting the car for 8am,Inquiry,Reservation
4225,5128,1210070,Valet unidad 2106,Location,Location
4226,5129,1210350,Can my car be ready at 1:45-2p to leave?,Inquiry,Reservation
4227,5131,1211024,Estoy bajando,Inquiry,NOMATCH
4228,5132,1211330,Just dropped it off,Update,Update
4229,5133,1211332,Sorry we do not need it!,Refund,NOMATCH
4230,5135,1211587,@goddessproductions_,Inquiry,NOMATCH
4231,5137,1215270,I am trying to extend time but the system is declining both cards.,Error,Extension
4232,5138,1216896,Paying tab can you please bring car,Request,Payment
4233,5139,1217383,Ok  what time do you close,Inquiry,Location
4234,5140,1217728,Hhsf62,Error,NOMATCH
4235,5141,1217765,Will come grab something out of it in 30,Inquiry,NOMATCH
4236,5142,1218322,Coming now,Location,NOMATCH
4237,5143,1219554,We already left,Departure,Cancellation
4238,5144,1219802," ​😡​ to “ Your reservation at 318 NW 23rd St, Miami - South is ending in 5 minutes. You will have 10 minutes past your reservation end time to remove your vehicle from the spot before being charged additioNOMATCHl fees per our policies. Please ignore if you have left already. ” ",Reminder,Reservation
4239,5145,1220044,Yo pagué el carro pero todavía no lo necesito,Inquiry,NOMATCH
4240,5146,1220080,Can you guys hurry up with my car,Request,Issue
4241,5147,1220355,"Can you please have my car pulled around at 6:30 am tomorrow morning, Saturday 5/4/24",Request,Reservation
4242,5148,1220966,Ok I will be there in 10 minutes,Confirmation,Update
4243,5149,1221186,I will collect my car tomorrow.,Update,Reservation
4244,5151,1224023,"Hey I want to extend parking but the app doesn't let me, it has a glitch and it says no slot found",Inquiry,Extension
4245,5152,1224438,Until 11pm,Inquiry,Location
4246,5153,1224445,I park at 6 50 pm,Location,Location
4247,5154,1224457,Why the text says until 747 i paid 4 hours,Inquiry,Payment
4248,5157,1224807,I don't speak Spanish,Inquiry,NOMATCH
4249,5158,1224819,I didn't call it.,Denial,Issue
4250,5160,1225194,10 minutos!,Timing,NOMATCH
4251,5161,1225932,May I get in 40min?,Inquiry,Reservation
4252,5163,1226148,Plate number RUNIT,Information,Location
4253,5164,1226770,I will be needing my car for check out please. It's a red mini countryman. Thank you,Inquiry,Reservation
4254,5165,1227080,I entered the wrong plate number,Inquiry,Update
4255,5166,1227088,TGQ1157,Reference,NOMATCH
4256,5167,1227384,Para sacar mi carro,Inquiry,NOMATCH
4257,5168,1227561,This k I requested car. Totally different system,Inquiry,NOMATCH
4258,5171,1228611,I left my wallet in the car I just dropped off,Lost,NOMATCH
4259,5172,1228923,I need the car pkease,Request,NOMATCH
4260,5173,1229370,Estoy llegando,Location,NOMATCH
4261,5174,1229880,Hey yes im on my way,Inquiry,NOMATCH
4262,5175,1230640,Don't bring up yet,Inquiry,NOMATCH
4263,5176,1231335,hi can we pay in cash,Payment,Payment
4264,5177,1231457,Could I get the car around 3p?,Inquiry,Reservation
4265,5179,1232403,Sorry  I don't need it anymore,Cancellation,Cancellation
4266,5180,1233069,Please cancel valet request for car. No longer needed. Sorry about the inconvenience.,Cancellation,Cancellation
4267,5181,1233239,Ready now,Location,NOMATCH
4268,5182,1233468,Entre,Location,NOMATCH
4269,5183,1234891,Hi papa donde estas,Inquiry,NOMATCH
4270,5184,1235243,Location ID 312,Location,Location
4271,5185,1235525,extend my parking,Inquiry,Extension
4272,5186,1235676,La placa correcta es 16DNPX,Inquiry,NOMATCH
4273,5187,1236421,I don't need the car right now,Inquiry,NOMATCH
4274,5188,1236493,What time does Valet Parking end?,Inquiry,Location
4275,5189,1236501,Or close?,Inquiry,Location
4276,5190,1236524,We lefty at 1:40 p,Location,NOMATCH
4277,5191,1237517,Wrong plate 59aybn,Error,Issue
4278,5192,1239050,What's the code for the beach gate?,Inquiry,NOMATCH
4279,5193,1239083,Hola me puede decir hasta que hora es el servicio de valet??,Inquiry,NOMATCH
4280,5194,1239399,Jealous,Miscellaneous,NOMATCH
4281,5195,1240900,I did not request car,Complaint,Issue
4282,5196,1240901,Is this a mistake,Inquiry,NOMATCH
4283,5197,1241202,"Good morning, Can you please bring the car?",Request,Receipt
4284,5198,1242516,Ya lo hice,Inquiry,NOMATCH
4285,5200,1242554,im walking there,Location,Location
4286,5201,1242676,Ya vamos bajando,Location,NOMATCH
4287,5202,1242810,"Can you have car ready, please. ",Request,Reservation
4288,5203,1243427,I never requested it.,Denial,Issue
4289,5204,1244359,Hi can you bring the car,Request,Reservation
4290,5205,1244597,On my way..,Location,NOMATCH
4291,5206,1244662,Ya me voy brother,Inquiry,NOMATCH
4292,5207,1245268,Please can I ad an extra day,Inquiry,Extension
4293,5209,1246566,Not taking the car anywhere,Cancellation,NOMATCH
4294,5210,1246570,Hi i just need to grab some stuff out of the car,Inquiry,NOMATCH
4295,5211,1247045,"Would you please bring my car , room 304 thanks ",Request,Reservation
4296,5212,1247205,45 min?,Inquiry,Location
4297,5214,1247828,My husband left his phone in the car.  Can we get it?,Inquiry,Issue
4298,5216,1248709,Is my car coming?,Inquiry,NOMATCH
4299,5217,1248717,Please cancel my car request,Inquiry,Cancellation
4300,5218,1248758,Black Tesla for 615 please,Inquiry,Location
4301,5219,1248859,Can I get it at 920,Inquiry,Receipt
4302,5220,1248898,"Good morning. We would like our car, please. ",Request,Reservation
4303,5221,1249088,We have been looking everywhere for that key. Can you bring it to the Marriott Beach club?,Request,NOMATCH
4304,5222,1249433,Voy saliendo,Inquiry,NOMATCH
4305,5223,1249825,Si me pueden tener el carro en 5,Request,NOMATCH
4306,5224,1249999,There's one bathroom and a lady in it,Inquiry,NOMATCH
4307,5225,1250536,I'm on my way to pick up the car,Location,Reservation
4308,5226,1251492,1 minute away,Location,Location
4309,5229,1253074,This has been paid by my chase credit card. I paid $182 .00. !!!!!,Inquiry,Payment
4310,5230,1253288,Ok. Leave it where it is. My GF will grab the car when she gets back. P,Confirmation,Reservation
4311,5231,1253482,Salgo hoy,Inquiry,NOMATCH
4312,5232,1253490,Hasta que hora es el vale?,Inquiry,NOMATCH
4313,5233,1253500,I'm leaving in 15 minutes,Inquiry,Reservation
4314,5234,1253502,Will you be there?,Inquiry,NOMATCH
4315,5235,1253511,Hey! Ready for our car    C-317839,Inquiry,Receipt
4316,5236,1253961,We forgot something in the car thank you!,Inquiry,NOMATCH
4317,5237,1254028,I put in a request for 7:30am,Inquiry,Reservation
4318,5239,1255722,Gracias. 6:20 estaré abajo para solicitar el auto. Por favor.,Inquiry,NOMATCH
4319,5240,1255780,What if I paid for another ticket ?,Inquiry,Payment
4320,5241,1255805,Hola ya bajo en 5 minutos.,Inquiry,NOMATCH
4321,5242,1255936," ​👍​ to “ Your reservation at 45 SE 2nd St, Miami, FL 33131, United States is ending in 5 minutes. You will have 10 minutes past your reservation end time to remove your vehicle from the spot before being charged additioNOMATCHl fees per our policies. Please ignore if you have left already. ” ",Reminder,Reservation
4322,5243,1255942," Removed ‌👍‌ from “ Your reservation at 45 SE 2nd St, Miami, FL 33131, United States is ending in 5 minutes. You will have 10 minutes past your reservation end time to remove your vehicle from the spot before being charged additioNOMATCHl fees per our policies. Please ignore if you have left already. ” ",Notification,Reservation
4323,5245,1256334,i forgot to apply coupon code turbo5,Inquiry,Payment
4324,5248,1258760,Hi I left a bag in my car,Inquiry,Issue
4325,5250,1259003,Ok gracias eso debe de ser windshield wiper siempre esta low de Agua,Inquiry,NOMATCH
4326,5251,1259127,I'm not there. I left hours ago,Status,NOMATCH
4327,5252,1261294,Voy en 10 minutos,Location,NOMATCH
4328,5253,1261905,I didn't order my car,Complaint,Issue
4329,5254,1262329,One second coming,Location,NOMATCH
4330,5255,1262487,Very bad service,Complaint,Issue
4331,5256,1262490,I left the building and had to take an uber which i am gonNOMATCH as for reimbursement,Request,Payment
4332,5257,1262657,These are not mine!!!!,Inquiry,Issue
4333,5258,1262661,You keep sending this to me. Wrong amount. Not my license plate. I paid $182.00 on my card and not cash!!!!!,Complaint,Payment
4334,5260,1263404,How to open porches trunk,Error,NOMATCH
4335,5261,1263582,"Cancel, we didn't park",Cancellation,Cancellation
4336,5262,1263769,Is everything all good with my car? It can go back to the garage...thanks,Inquiry,Issue
4337,5263,1263866,Wrong phone #,Inquiry,Issue
4338,5264,1264017,Vehicle was already removed. We couldn't scan because my phone was dead.,Issue,Issue
4339,5265,1265637,wrong license plate,Inquiry,Issue
4340,5266,1266387,"Bengaluru, India",Location,NOMATCH
4341,5267,1266899,Time is wrong,Inquiry,Issue
4342,5269,1267442,"Hi, when can I pick up my car this morning?",Inquiry,Reservation
4343,5270,1268489,Can you please bring it up,Inquiry,NOMATCH
4344,5271,1268938,Car request   Please bring me my car,Request,Reservation
4345,5272,1269434,Can you have the car ready,Inquiry,Reservation
4346,5273,1269697,Canceled,Status,Cancellation
4347,5274,1270541,Can my car be brought,Service,NOMATCH
4348,5275,1270603,Hi we are ready for our car please,Request,Reservation
4349,5276,1271139,Corning waiting for food,Miscellaneous,NOMATCH
4350,5277,1271392,The license is LKEW19,License,Location
4351,5278,1271419,Plate number,Inquiry,Location
4352,5279,1271460,Did I'll get a refund if I end my parking,Inquiry,Refund
4353,5281,1272553,Tihviut.bCkug.bc pt rc.ksm g.x t. . b ufdpc vnu,Garbage,NOMATCH
4354,5283,1273287,Hola ya estoy vajando plis,Inquiry,NOMATCH
4355,5284,1274059,How can I extend the time?,Inquiry,Extension
4356,5285,1274155,I don't need my car,Inquiry,Cancellation
4357,5286,1275398,I try to pay one more hour and your app decline my credit card,Inquiry,Payment
4358,5288,1275607,Be there in 5-10 minutes. Thank you,Update,Update
4359,5289,1276359,"Removed a laugh from “Hi, this is Parkquility. Your car with confirmatio…”",Error,NOMATCH
4360,5290,1276959,Just curious if my car is on the way...I didn't get a confirmation,Inquiry,Reservation
4361,5291,1277041,Hi! How much is the hourly rate?,Inquiry,Payment
4362,5292,1280878,Yaestoy aaqui,Location,NOMATCH
4363,5294,1282487,Ya bajamos,Location,NOMATCH
4364,5295,1282783,"Hey, I need a car thank you",Request,NOMATCH
4365,5296,1283272,UNOMATCHble to pay for parking,Issue,Payment
4366,5297,1283534,I want the my car please,Request,Issue
4367,5299,1283583,I didn't mean to request it,Apology,NOMATCH
4368,5301,1285588,Where,Inquiry,NOMATCH
4369,5302,1285675,"Hi, can you please bring our car up from valet?",Request,Update
4370,5303,1285743,Get my car,Request,Issue
4371,5304,1286122,I'm the piano tuner. Done!!!,Miscellaneous,NOMATCH
4372,5305,1286287,"Where can we put the car, I'm not planning on leaving until about 7:30 pm ?",Inquiry,Location
4373,5306,1286674,Hi- sorry I didn't mean to request my car,Inquiry,Issue
4374,5307,1286803,Estoy saliendo ahora,Location,NOMATCH
4375,5308,1287262,Can you bring the keys ?,Request,NOMATCH
4376,5309,1287266,Waking that way,Location,NOMATCH
4377,5310,1287588,Hey good evening,Greetings,NOMATCH
4378,5311,1288091,"Hi, do i need to add details of my car? ",Inquiry,Location
4379,5312,1288097,Red elantra,Vehicle,Location
4380,5314,1288369,Stop texting me,Request,NOMATCH
4381,5315,1288618,Hi. I was at the church in front of this lot and was told parking was free,Complaint,Location
4382,5316,1288630,Can I be refunded?,Inquiry,Refund
4383,5317,1289319,Ok I'm coming down now,Update,Update
4384,5318,1289712,"Hi, I am herring ready to leave ",Location,NOMATCH
4385,5319,1289758,"hi, i need to get shoes out of the back of my truck, how can we do that?",Request,NOMATCH
4386,5321,1290555,K es esto ?,Inquiry,NOMATCH
4387,5322,1290559,Been waiting 20 minutes already  How about an additioNOMATCHl discount 😒,Inquiry,Payment
